"X1","X2","class"
0.0658369331142987,0.210847770087604,1
0.926948969780323,0.846177615766698,2
0.0549418371426042,0.826121999496556,3
0.790699449055736,0,4
0.0257303577198181,0.213879959215881,1
0.757889368568892,0.917412474169151,2
0.0981625514096838,0.883641794727132,3
0.867989706690671,0.26513903871428,4
0.100366717341944,0.192840429968612,1
0.926023456392283,0.981951864821768,2
0.0675011801140398,0.845390183066684,3
1,0.128757584976074,4
0.0694538765160421,0.16130814611289,1
0.660857296766898,0.849301290412051,2
0.0638219838349462,0.886063553586357,3
0.875302653589375,0.303087095935405,4
0.000714876615562329,0.185322255833914,1
0.686366239495257,0.875633408776347,2
0.0941710917169538,0.883284111870926,3
0.71079189861584,0.171900399976555,4
0.0855295548476418,0.205575127947897,1
0.775789989776286,0.905559294905741,2
0.0878609658847937,0.892107188732952,3
0.777245522551658,0.247329059045832,4
0.0737537573434207,0.160118497860257,1
0.914710441113779,0.927279212634947,2
0.0207724612931206,0.856886947292241,3
0.827344063873683,0.246808999133041,4
0.0784074758706594,0.182309879462735,1
0.738932892179903,0.840315774133576,2
0.0865314227767723,0.905920455844493,3
0.83163207281207,0.170329123519177,4
0.0923831180094954,0.197220853763426,1
0.725961414308991,0.953166300611584,2
0.0822982731815254,0.832291757580063,3
0.856918286896614,0.204851716902183,4
0.102852435732835,0.203111609452261,1
0.697791333044476,0.873799948993755,2
0.0942209774124052,0.840013296161041,3
0.903227592116892,0.320226525587797,4
0.0623225983196407,0.188327930409473,1
0.857565139326592,0.860218683476944,2
0.019841812055096,0.832781731927011,3
0.940417666543664,0.309113491489548,4
0.0526994475419303,0.198487467004816,1
0.788536900328076,0.856192501577237,2
0.0738427472442707,0.844991949474646,3
0.70908077227443,0.221494365596886,4
0.0619972654470831,0.195212783115772,1
0.802514776841126,0.881366695113973,2
0.037118504890762,0.864583996582512,3
0.950638534945493,0.240881990235556,4
0.0945498878806178,0.224621596464241,1
0.627246123383176,0.898869139322668,2
0.0478195516821894,0.812961396869061,3
0.793977215083009,0.33377384230089,4
0.0768397615710884,0.167910655251515,1
0.730960342684625,0.73360011179336,2
0.0860778931092112,0.87123034676148,3
0.689753940670707,0.196304108318994,4
0.0936560936362103,0.195015666150806,1
0.815429303466928,0.804127752802472,2
0.0660105210439102,0.837412686374173,3
0.737393131754992,0.113075900410828,4
0.097907503822091,0.191565454689991,1
0.787732153990923,0.730162907671183,2
0.0448777803339218,0.876205769825063,3
0.791350494692472,0.149161985572542,4
0.052527623385832,0.221395520148849,1
0.868379560064209,0.871714890679097,2
0.0974097889051722,0.84019792286203,3
0.913223286157196,0.335811622554991,4
